Name,StageName,Amount,CloseDate,LeadSource,Description,AccountId,id,Offering_Type__c,Sales_Motion__c,Cross_Sell_From__c,Contract_Model__c,Expected_ARR__c,Implementation_Months__c,Data_Volume_Tier__c,Usage_Pricing_Model__c
Re-Intermediate Out-Of-The-Box Functionalities - Subsidiary Services Expansion,Proposal/Price Quote,298871,2025-05-23,Other,Services sold to subsidiary after parent adopted SaaS.,131,509,Cross-sell Services,Expansion,SaaS,Retainer,162941.00,10,High,None
Syndicate Web-Enabled Communities - Subsidiary Services Expansion,Proposal/Price Quote,597372,2025-11-05,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,132,510,Cross-sell Services,Expansion,SaaS,Project-based,175636.18,6,High,None
Expedite Web-Enabled Technologies - Subsidiary Services Expansion,Closed Lost,432201,2025-09-07,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,135,511,Cross-sell Services,Expansion,SaaS,Project-based,130397.29,9,High,None
Orchestrate Extensible Mindshare - Subsidiary Services Expansion,Needs Analysis,382422,2026-06-09,Other,Services sold to subsidiary after parent adopted SaaS.,125,512,Cross-sell Services,Expansion,SaaS,Retainer,180988.41,9,High,None
Syndicate Revolutionary Web-Readiness - Subsidiary Services Expansion,Closed Won,636040,2024-10-01,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,126,513,Cross-sell Services,Expansion,SaaS,Retainer,220126.28,10,High,None
Engineer Dynamic Relationships - Subsidiary Services Expansion,Proposal/Price Quote,505560,2025-03-27,Other,Services sold to subsidiary after parent adopted SaaS.,144,514,Cross-sell Services,Expansion,SaaS,Time & Materials,210351.39,12,High,None
Mesh Front-End Web-Readiness - Subsidiary Services Expansion,Needs Analysis,835215,2025-02-24,Web,Services sold to subsidiary after parent adopted SaaS.,126,515,Cross-sell Services,Expansion,SaaS,Time & Materials,224569.13,7,Very High,None
Drive Clicks-And-Mortar Channels - Subsidiary Services Expansion,Closed Lost,452472,2025-12-28,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,141,516,Cross-sell Services,Expansion,SaaS,Retainer,164509.40,6,High,None
Strategize Bleeding-Edge Metrics - Subsidiary Services Expansion,Closed Lost,531132,2024-05-22,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,135,517,Cross-sell Services,Expansion,SaaS,Project-based,226967.97,12,High,None
Synergize Customized Users - Subsidiary Services Expansion,Closed Lost,455424,2025-12-02,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,126,518,Cross-sell Services,Expansion,SaaS,Project-based,137953.35,11,High,None
Mesh Dot-Com Web Services - Subsidiary Services Expansion,Closed Lost,353093,2024-10-21,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,134,519,Cross-sell Services,Expansion,SaaS,Retainer,153779.60,7,High,None
Disintermediate Customized Schemas - Subsidiary Services Expansion,Negotiation/Review,818572,2025-04-05,Partner Referral,Services sold to subsidiary after parent adopted SaaS.,141,520,Cross-sell Services,Expansion,SaaS,Project-based,299924.19,4,Very High,None
Disintermediate Dynamic Convergence - Subsidiary Services Expansion,Needs Analysis,302684,2026-06-29,Other,Services sold to subsidiary after parent adopted SaaS.,132,521,Cross-sell Services,Expansion,SaaS,Project-based,112085.18,8,High,None
Brand Robust Paradigms - Subsidiary Services Expansion,Proposal/Price Quote,684096,2025-06-05,Other,Services sold to subsidiary after parent adopted SaaS.,135,522,Cross-sell Services,Expansion,SaaS,Time & Materials,282713.94,6,High,None
Evolve Robust E-Tailers - Subsidiary Services Expansion,Closed Lost,739567,2025-09-21,Web,Services sold to subsidiary after parent adopted SaaS.,131,523,Cross-sell Services,Expansion,SaaS,Project-based,278255.44,8,Very High,None
Empower Ubiquitous Solutions - Subsidiary Services Expansion,Closed Lost,655317,2024-09-13,Phone Inquiry,Services sold to subsidiary after parent adopted SaaS.,137,524,Cross-sell Services,Expansion,SaaS,Retainer,253521.17,12,High,None
E-Enable Compelling E-Markets - Subsidiary SaaS Expansion,Prospecting,126397,2024-10-01,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,159,525,Cross-sell SaaS,Expansion,Services,Subscription,129591.55,1,Medium,Data Volume
Disintermediate Ubiquitous Bandwidth - Subsidiary SaaS Expansion,Prospecting,225362,2024-04-19,Web,SaaS sold to subsidiary after services-led parent relationship.,157,526,Cross-sell SaaS,Expansion,Services,Subscription,197943.97,4,Medium,Pipeline Count
Expedite Granular E-Business - Subsidiary SaaS Expansion,Prospecting,123724,2026-04-08,Web,SaaS sold to subsidiary after services-led parent relationship.,159,527,Cross-sell SaaS,Expansion,Services,Subscription,125970.37,2,Medium,Data Volume
Maximize Proactive E-Commerce - Subsidiary SaaS Expansion,Prospecting,208038,2026-06-22,Web,SaaS sold to subsidiary after services-led parent relationship.,153,528,Cross-sell SaaS,Expansion,Services,Subscription,180321.60,4,Medium,Hybrid Usage
Engage Synergistic Bandwidth - Subsidiary SaaS Expansion,Value Proposition,25148,2024-05-04,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,157,529,Cross-sell SaaS,Expansion,Services,Subscription,21109.28,2,Low,Metadata Scale
Unleash Visionary Partnerships - Subsidiary SaaS Expansion,Qualification,209694,2025-10-19,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,154,530,Cross-sell SaaS,Expansion,Services,Subscription,236001.49,2,Medium,Metadata Scale
Exploit One-To-One E-Commerce - Subsidiary SaaS Expansion,Qualification,30016,2025-12-03,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,162,531,Cross-sell SaaS,Expansion,Services,Subscription,31243.47,2,Low,Data Volume
Repurpose Turn-Key E-Business - Subsidiary SaaS Expansion,Closed Lost,27078,2026-07-27,Web,SaaS sold to subsidiary after services-led parent relationship.,166,532,Cross-sell SaaS,Expansion,Services,Subscription,24232.94,2,Low,Hybrid Usage
Optimize Cutting-Edge Bandwidth - Subsidiary SaaS Expansion,Prospecting,155515,2025-06-14,Web,SaaS sold to subsidiary after services-led parent relationship.,159,533,Cross-sell SaaS,Expansion,Services,Subscription,127675.41,3,Medium,Hybrid Usage
Matrix Extensible Interfaces - Subsidiary SaaS Expansion,Qualification,215671,2024-10-04,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,158,534,Cross-sell SaaS,Expansion,Services,Subscription,199813.61,4,Medium,Data Volume
Re-Contextualize Revolutionary Action-Items - Subsidiary SaaS Expansion,Closed Lost,241965,2025-12-24,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,152,535,Cross-sell SaaS,Expansion,Services,Subscription,289806.44,2,Medium,Hybrid Usage
Orchestrate Back-End Vortals - Subsidiary SaaS Expansion,Negotiation/Review,84354,2024-06-26,Web,SaaS sold to subsidiary after services-led parent relationship.,158,536,Cross-sell SaaS,Expansion,Services,Subscription,88943.54,1,Low,Hybrid Usage
Deploy Back-End Channels - Subsidiary SaaS Expansion,Qualification,39086,2024-09-19,Web,SaaS sold to subsidiary after services-led parent relationship.,162,537,Cross-sell SaaS,Expansion,Services,Subscription,36366.35,1,Low,Hybrid Usage
Reinvent Transparent Initiatives - Subsidiary SaaS Expansion,Qualification,25169,2025-04-17,Web,SaaS sold to subsidiary after services-led parent relationship.,167,538,Cross-sell SaaS,Expansion,Services,Subscription,21002.14,2,Low,Pipeline Count
Incubate B2C Functionalities - Subsidiary SaaS Expansion,Value Proposition,247464,2025-11-17,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,168,539,Cross-sell SaaS,Expansion,Services,Subscription,246067.76,2,Medium,Hybrid Usage
Morph Synergistic Action-Items - Subsidiary SaaS Expansion,Qualification,175036,2025-09-16,Web,SaaS sold to subsidiary after services-led parent relationship.,152,540,Cross-sell SaaS,Expansion,Services,Subscription,194462.37,4,Medium,Metadata Scale
Orchestrate Next-Generation E-Markets - Subsidiary SaaS Expansion,Value Proposition,205417,2024-08-30,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,152,541,Cross-sell SaaS,Expansion,Services,Subscription,157468.37,1,Medium,Hybrid Usage
Transform Granular Schemas - Subsidiary SaaS Expansion,Needs Analysis,144294,2024-11-14,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,171,542,Cross-sell SaaS,Expansion,Services,Subscription,157594.38,4,Medium,Hybrid Usage
Benchmark Distributed Bandwidth - Subsidiary SaaS Expansion,Closed Lost,193507,2026-08-09,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,161,543,Cross-sell SaaS,Expansion,Services,Subscription,168376.13,4,Medium,Hybrid Usage
Envisioneer Revolutionary Convergence - Subsidiary SaaS Expansion,Needs Analysis,54526,2024-10-30,Web,SaaS sold to subsidiary after services-led parent relationship.,171,544,Cross-sell SaaS,Expansion,Services,Subscription,49899.54,4,Low,Metadata Scale
Productize Innovative E-Commerce - Subsidiary SaaS Expansion,Proposal/Price Quote,197796,2026-04-16,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,163,545,Cross-sell SaaS,Expansion,Services,Subscription,156501.91,4,Medium,Hybrid Usage
Generate Cutting-Edge E-Tailers - Subsidiary SaaS Expansion,Prospecting,111505,2024-12-18,Web,SaaS sold to subsidiary after services-led parent relationship.,150,546,Cross-sell SaaS,Expansion,Services,Subscription,130933.51,3,Medium,Data Volume
Morph Cross-Media E-Business - Subsidiary SaaS Expansion,Proposal/Price Quote,177537,2024-10-13,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,158,547,Cross-sell SaaS,Expansion,Services,Subscription,180315.35,4,Medium,Data Volume
Exploit Out-Of-The-Box Convergence - Subsidiary SaaS Expansion,Proposal/Price Quote,106467,2026-06-29,Web,SaaS sold to subsidiary after services-led parent relationship.,166,548,Cross-sell SaaS,Expansion,Services,Subscription,105799.54,1,Medium,Data Volume
Visualize 24/365 Supply-Chains - Subsidiary SaaS Expansion,Needs Analysis,39266,2025-02-23,Web,SaaS sold to subsidiary after services-led parent relationship.,156,549,Cross-sell SaaS,Expansion,Services,Subscription,46870.20,4,Low,Hybrid Usage
Monetize Cutting-Edge Methodologies - Subsidiary SaaS Expansion,Closed Won,111291,2025-09-03,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,159,550,Cross-sell SaaS,Expansion,Services,Subscription,127918.45,4,Medium,Data Volume
Disintermediate Interactive Applications - Subsidiary SaaS Expansion,Closed Won,227562,2025-08-15,Web,SaaS sold to subsidiary after services-led parent relationship.,165,551,Cross-sell SaaS,Expansion,Services,Subscription,214415.17,4,Medium,Metadata Scale
Drive E-Business Systems - Subsidiary SaaS Expansion,Proposal/Price Quote,245910,2025-10-25,Web,SaaS sold to subsidiary after services-led parent relationship.,168,552,Cross-sell SaaS,Expansion,Services,Subscription,276053.60,1,Medium,Pipeline Count
Engage Magnetic Web-Readiness - Subsidiary SaaS Expansion,Needs Analysis,39417,2025-12-22,Web,SaaS sold to subsidiary after services-led parent relationship.,165,553,Cross-sell SaaS,Expansion,Services,Subscription,36134.88,1,Low,Metadata Scale
Orchestrate Robust Interfaces - Subsidiary SaaS Expansion,Closed Won,132418,2025-02-26,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,158,554,Cross-sell SaaS,Expansion,Services,Subscription,155491.35,3,Medium,Hybrid Usage
Generate Killer Paradigms - Subsidiary SaaS Expansion,Closed Won,69729,2025-11-04,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,169,555,Cross-sell SaaS,Expansion,Services,Subscription,70136.66,3,Low,Metadata Scale
Leverage User-Centric Portals - Subsidiary SaaS Expansion,Prospecting,122667,2024-06-03,Web,SaaS sold to subsidiary after services-led parent relationship.,170,556,Cross-sell SaaS,Expansion,Services,Subscription,138984.68,1,Medium,Hybrid Usage
Visualize One-To-One Vortals - Subsidiary SaaS Expansion,Closed Won,206173,2025-01-17,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,169,557,Cross-sell SaaS,Expansion,Services,Subscription,157955.59,2,Medium,Pipeline Count
E-Enable Viral Applications - Subsidiary SaaS Expansion,Value Proposition,159919,2026-01-21,Web,SaaS sold to subsidiary after services-led parent relationship.,149,558,Cross-sell SaaS,Expansion,Services,Subscription,175663.56,2,Medium,Pipeline Count
Harness Clicks-And-Mortar Systems - Subsidiary SaaS Expansion,Negotiation/Review,253388,2025-04-08,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,169,559,Cross-sell SaaS,Expansion,Services,Subscription,259561.63,2,High,Metadata Scale
Architect Distributed Web-Readiness - Subsidiary SaaS Expansion,Needs Analysis,178977,2025-12-12,Web,SaaS sold to subsidiary after services-led parent relationship.,153,560,Cross-sell SaaS,Expansion,Services,Subscription,190886.49,4,Medium,Pipeline Count
Expedite Ubiquitous Relationships - Subsidiary SaaS Expansion,Needs Analysis,135760,2025-10-13,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,167,561,Cross-sell SaaS,Expansion,Services,Subscription,137132.16,2,Medium,Pipeline Count
Deploy Integrated Systems - Subsidiary SaaS Expansion,Negotiation/Review,253995,2025-04-12,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,160,562,Cross-sell SaaS,Expansion,Services,Subscription,299496.12,4,High,Hybrid Usage
Re-Contextualize Robust Solutions - Subsidiary SaaS Expansion,Needs Analysis,244202,2024-05-30,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,164,563,Cross-sell SaaS,Expansion,Services,Subscription,184379.29,1,Medium,Data Volume
Synthesize Next-Generation Platforms - Subsidiary SaaS Expansion,Prospecting,231223,2024-06-26,Web,SaaS sold to subsidiary after services-led parent relationship.,170,564,Cross-sell SaaS,Expansion,Services,Subscription,213406.83,3,Medium,Metadata Scale
Synthesize End-To-End Niches - Subsidiary SaaS Expansion,Closed Lost,162530,2025-01-12,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,155,565,Cross-sell SaaS,Expansion,Services,Subscription,190658.39,4,Medium,Metadata Scale
Envisioneer Customized Web-Readiness - Subsidiary SaaS Expansion,Negotiation/Review,248722,2026-03-28,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,163,566,Cross-sell SaaS,Expansion,Services,Subscription,250987.04,1,Medium,Pipeline Count
Utilize Back-End Platforms - Subsidiary SaaS Expansion,Closed Lost,113238,2024-12-01,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,149,567,Cross-sell SaaS,Expansion,Services,Subscription,109572.80,4,Medium,Data Volume
Redefine Bricks-And-Clicks Architectures - Subsidiary SaaS Expansion,Negotiation/Review,233919,2026-06-10,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,171,568,Cross-sell SaaS,Expansion,Services,Subscription,184126.52,4,Medium,Pipeline Count
Syndicate Innovative Paradigms - Subsidiary SaaS Expansion,Needs Analysis,137301,2025-08-11,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,149,569,Cross-sell SaaS,Expansion,Services,Subscription,132364.88,2,Medium,Data Volume
Facilitate Intuitive Technologies - Subsidiary SaaS Expansion,Closed Won,219159,2025-01-19,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,169,570,Cross-sell SaaS,Expansion,Services,Subscription,233637.16,3,Medium,Pipeline Count
Transition Rich Metrics - Subsidiary SaaS Expansion,Needs Analysis,101120,2024-08-10,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,152,571,Cross-sell SaaS,Expansion,Services,Subscription,113524.62,3,Medium,Data Volume
Matrix Virtual Interfaces - Subsidiary SaaS Expansion,Closed Lost,225741,2025-11-10,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,153,572,Cross-sell SaaS,Expansion,Services,Subscription,197108.37,4,Medium,Pipeline Count
Empower World-Class Paradigms - Subsidiary SaaS Expansion,Closed Lost,152600,2025-02-13,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,167,573,Cross-sell SaaS,Expansion,Services,Subscription,116741.63,4,Medium,Metadata Scale
Implement Distributed Initiatives - Subsidiary SaaS Expansion,Closed Lost,36417,2025-11-07,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,165,574,Cross-sell SaaS,Expansion,Services,Subscription,38473.27,4,Low,Metadata Scale
Engage Transparent Platforms - Subsidiary SaaS Expansion,Negotiation/Review,32506,2024-06-15,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,155,575,Cross-sell SaaS,Expansion,Services,Subscription,31171.26,3,Low,Data Volume
Transform Frictionless Initiatives - Subsidiary SaaS Expansion,Prospecting,257945,2024-09-10,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,165,576,Cross-sell SaaS,Expansion,Services,Subscription,215412.42,2,High,Pipeline Count
Morph Best-Of-Breed Models - Subsidiary SaaS Expansion,Proposal/Price Quote,111243,2024-07-02,Web,SaaS sold to subsidiary after services-led parent relationship.,158,577,Cross-sell SaaS,Expansion,Services,Subscription,91007.11,4,Medium,Data Volume
Monetize Virtual Architectures - Subsidiary SaaS Expansion,Prospecting,158189,2025-10-05,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,167,578,Cross-sell SaaS,Expansion,Services,Subscription,145092.51,2,Medium,Hybrid Usage
Orchestrate Magnetic Models - Subsidiary SaaS Expansion,Closed Won,78986,2026-03-19,Web,SaaS sold to subsidiary after services-led parent relationship.,168,579,Cross-sell SaaS,Expansion,Services,Subscription,88071.91,1,Low,Pipeline Count
Redefine Bricks-And-Clicks Functionalities - Subsidiary SaaS Expansion,Qualification,134729,2025-10-16,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,161,580,Cross-sell SaaS,Expansion,Services,Subscription,112599.69,4,Medium,Pipeline Count
Facilitate Collaborative Functionalities - Subsidiary SaaS Expansion,Prospecting,17294,2026-02-24,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,152,581,Cross-sell SaaS,Expansion,Services,Subscription,15473.47,3,Low,Hybrid Usage
Enable Efficient Systems - Subsidiary SaaS Expansion,Proposal/Price Quote,81290,2025-11-30,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,168,582,Cross-sell SaaS,Expansion,Services,Subscription,88453.73,4,Low,Metadata Scale
Disintermediate Collaborative E-Commerce - Subsidiary SaaS Expansion,Needs Analysis,15802,2024-11-29,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,169,583,Cross-sell SaaS,Expansion,Services,Subscription,17498.81,4,Low,Hybrid Usage
Whiteboard Granular E-Business - Subsidiary SaaS Expansion,Prospecting,31912,2025-06-01,Web,SaaS sold to subsidiary after services-led parent relationship.,150,584,Cross-sell SaaS,Expansion,Services,Subscription,31364.44,3,Low,Pipeline Count
Engineer Clicks-And-Mortar E-Services - Subsidiary SaaS Expansion,Closed Lost,168792,2025-01-21,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,166,585,Cross-sell SaaS,Expansion,Services,Subscription,191583.01,4,Medium,Metadata Scale
Transform Revolutionary Content - Subsidiary SaaS Expansion,Prospecting,33766,2025-02-20,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,152,586,Cross-sell SaaS,Expansion,Services,Subscription,27688.17,1,Low,Data Volume
Syndicate Out-Of-The-Box E-Business - Subsidiary SaaS Expansion,Negotiation/Review,93201,2024-08-06,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,164,587,Cross-sell SaaS,Expansion,Services,Subscription,80970.73,4,Medium,Pipeline Count
Innovate Real-Time Experiences - Subsidiary SaaS Expansion,Needs Analysis,63000,2026-05-17,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,165,588,Cross-sell SaaS,Expansion,Services,Subscription,66413.97,3,Low,Pipeline Count
Deliver Clicks-And-Mortar Content - Subsidiary SaaS Expansion,Negotiation/Review,221584,2024-10-14,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,171,589,Cross-sell SaaS,Expansion,Services,Subscription,180377.66,3,Medium,Metadata Scale
Innovate 24/365 Interfaces - Subsidiary SaaS Expansion,Closed Won,231553,2025-10-04,Web,SaaS sold to subsidiary after services-led parent relationship.,167,590,Cross-sell SaaS,Expansion,Services,Subscription,256944.08,4,Medium,Data Volume
Empower Bricks-And-Clicks E-Services - Subsidiary SaaS Expansion,Qualification,215129,2026-06-26,Phone Inquiry,SaaS sold to subsidiary after services-led parent relationship.,159,591,Cross-sell SaaS,Expansion,Services,Subscription,183561.54,3,Medium,Metadata Scale
Matrix Turn-Key Functionalities - Subsidiary SaaS Expansion,Qualification,60866,2025-08-08,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,161,592,Cross-sell SaaS,Expansion,Services,Subscription,68903.68,1,Low,Hybrid Usage
Utilize Out-Of-The-Box Web Services - Subsidiary SaaS Expansion,Negotiation/Review,246668,2025-07-23,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,160,593,Cross-sell SaaS,Expansion,Services,Subscription,188938.93,2,Medium,Hybrid Usage
Visualize Synergistic E-Markets - Subsidiary SaaS Expansion,Qualification,113621,2024-09-19,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,160,594,Cross-sell SaaS,Expansion,Services,Subscription,123652.21,4,Medium,Pipeline Count
Whiteboard 24/365 Content - Subsidiary SaaS Expansion,Negotiation/Review,72040,2024-04-29,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,157,595,Cross-sell SaaS,Expansion,Services,Subscription,68114.82,4,Low,Pipeline Count
Strategize Global Methodologies - Subsidiary SaaS Expansion,Negotiation/Review,27463,2026-02-02,Web,SaaS sold to subsidiary after services-led parent relationship.,158,596,Cross-sell SaaS,Expansion,Services,Subscription,31182.16,2,Low,Metadata Scale
Target Best-Of-Breed Vortals - Subsidiary SaaS Expansion,Closed Lost,82305,2024-08-28,Partner Referral,SaaS sold to subsidiary after services-led parent relationship.,150,597,Cross-sell SaaS,Expansion,Services,Subscription,97042.96,2,Low,Data Volume
Architect Interactive Relationships - Subsidiary SaaS Expansion,Closed Won,52318,2025-09-06,Web,SaaS sold to subsidiary after services-led parent relationship.,172,598,Cross-sell SaaS,Expansion,Services,Subscription,61703.84,2,Low,Hybrid Usage
